epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,2.240675988610813,0.26332537788385046,2.1194340864817303,0.34074074074074073
2,1.8926606886711212,0.5163086714399363,1.601334070276331,0.662962962962963
3,1.3070670790205707,0.7597454256165473,1.0672418302959865,0.8
4,0.8444591019489316,0.8520286396181385,0.7449899986938194,0.7962962962962963
5,0.5925795443492364,0.8695306284805091,0.5924443033006456,0.8037037037037037
6,0.4582517002675869,0.8933969769291965,0.4751565953095754,0.8629629629629629
7,0.38321571072227156,0.8973747016706444,0.41578614380624557,0.8814814814814815
8,0.32807378166235907,0.9220365950676214,0.3600358698103163,0.9
9,0.2937150378618908,0.9268098647573588,0.3249000750206135,0.9037037037037037
10,0.2582525518695419,0.9276054097056484,0.2984278957049052,0.9111111111111111
11,0.23764371870170062,0.9403341288782816,0.27032256678298666,0.937037037037037
12,0.21145777806770072,0.9482895783611774,0.2698720886751457,0.9296296296296296
13,0.19856380238571902,0.949085123309467,0.2375736939686316,0.9333333333333333
14,0.17774623669180115,0.9594272076372315,0.23050777967329378,0.9407407407407408
15,0.17147367562011015,0.960222752585521,0.21415413871959404,0.9444444444444444
16,0.15656480704068948,0.9610182975338106,0.20057972923473075,0.9481481481481482
17,0.1455283273565646,0.9634049323786794,0.19657347853536958,0.937037037037037
18,0.14035984019503625,0.9657915672235481,0.1847515829735332,0.9555555555555556
19,0.1307218387890044,0.9705648369132857,0.19817099913402839,0.9444444444444444
20,0.12187916701311333,0.9721559268098647,0.17230902871599904,0.9592592592592593
21,0.11579044357641595,0.9753381066030231,0.16999003001385266,0.9592592592592593
22,0.11519223301654405,0.9753381066030231,0.17400620701136413,0.9592592592592593
23,0.10617436502979404,0.9769291964996022,0.1536779937368852,0.9592592592592593
24,0.09966650579121726,0.979315831344471,0.15381625405064336,0.9592592592592593
25,0.09754865701616332,0.979315831344471,0.15177958287574628,0.9629629629629629
26,0.0896141008016792,0.9809069212410502,0.15100530170732074,0.9629629629629629
27,0.08418945586434791,0.9809069212410502,0.14236273114328032,0.9629629629629629
28,0.07985607426177915,0.9856801909307876,0.1387557330230872,0.9666666666666667
29,0.07483398066885479,0.9840891010342084,0.15083935304924292,0.9555555555555556
30,0.07524641645796651,0.9832935560859188,0.14076879968245823,0.9666666666666667
