phase,mean_intensity_2d,median_intensity_2d,std_intensity_2d,mean_intensity_3d,median_intensity_3d,std_intensity_3d
pores,64.92867066770417,63.375,9.76149279802038,61.92286047890957,58.26950943396226,10.085344921824081
resin,133.81426397965348,132.84615384615384,11.491756042886195,132.13350817877708,130.65803814713897,7.504054693877957
