z_index,z_position_mm,pores_fraction,resin_fraction,material_fraction,total_fraction
367,29.36,0.004978306819445989,0.22797307820669707,0.7670486149738569,1.0
368,29.44,0.004922683279563912,0.2242184892646568,0.7708588274557793,1.0
369,29.52,0.005367671598620536,0.2187395705862721,0.7758927578151074,1.0
370,29.6,0.006285460006674824,0.21670931138057625,0.7770052286127489,1.0
371,29.68,0.007119813104905996,0.21028479252419624,0.7825953943708978,1.0
372,29.76,0.008121036822783402,0.21117476916230948,0.7807041940149071,1.0
373,29.84,0.008426966292134831,0.21164756925130715,0.779925464456558,1.0
374,29.92,0.0070641895650239185,0.20867170986761596,0.7842641005673601,1.0
375,30.0,0.006674824785849371,0.20739236845032819,0.7859328067638225,1.0
376,30.080000000000002,0.0077316720436088554,0.2078373567693848,0.7844309711870063,1.0
377,30.16,0.008148848592724441,0.21178662810101234,0.7800645233062632,1.0
378,30.240000000000002,0.009177884080542886,0.21442874624541106,0.776393369674046,1.0
379,30.32,0.008955389921014573,0.21707086438980977,0.7739737456891757,1.0
380,30.400000000000002,0.010624096117476917,0.2178774057180999,0.7714984981644232,1.0
381,30.48,0.013989320280342641,0.21554121704305262,0.7704694626766048,1.0
382,30.560000000000002,0.01779953276226499,0.21362220491712092,0.7685782623206141,1.0
383,30.64,0.021720992323951496,0.20819890977861832,0.7700800978974301,1.0
384,30.72,0.02486372232728891,0.20572366225386585,0.7694126154188452,1.0
385,30.8,0.027199911002336187,0.2123150517298921,0.7604850372677717,1.0
386,30.88,0.02770052286127489,0.21748804093892535,0.7548114361997997,1.0
387,30.96,0.029118923128267884,0.21542996996328848,0.7554511069084436,1.0
388,31.04,0.031399488263433084,0.2178774057180999,0.750723106018467,1.0
389,31.12,0.03306819445989543,0.2178774057180999,0.7490543998220047,1.0
390,31.2,0.03523751251529647,0.21476248748470353,0.75,1.0
391,31.28,0.03629435977305596,0.2123984870397152,0.7513071531872288,1.0
392,31.36,0.03760151296028479,0.20486149738569362,0.7575369896540216,1.0
393,31.44,0.03754588942040271,0.2005784848147736,0.7618756257648237,1.0
394,31.52,0.037657136500166874,0.19974413171654243,0.7625987317832907,1.0
395,31.6,0.03715652464122817,0.19860384914895984,0.764239626209812,1.0
396,31.68,0.03529313605517855,0.1970185782623206,0.7676882856825008,1.0
397,31.76,0.0361831126932918,0.19732450773167204,0.7664923795750361,1.0
398,31.84,0.03476471242629881,0.20210813216153076,0.7631271554121705,1.0
399,31.92,0.031927911892312824,0.20369340304817,0.7643786850595172,1.0
400,32.0,0.03170541773278451,0.2014962732228279,0.7667983090443876,1.0
401,32.08,0.031677605962843476,0.20611302703304038,0.7622093670041161,1.0
402,32.160000000000004,0.03095449994437646,0.2128990988986539,0.7561464011569696,1.0
403,32.24,0.029730782066970742,0.21626432306151963,0.7540048948715096,1.0
404,32.32,0.02900767604850373,0.21679274669039938,0.7541995772610969,1.0
405,32.4,0.02945266436756035,0.21542996996328848,0.7551173656691512,1.0
406,32.480000000000004,0.031455111803315165,0.2167371231505173,0.7518077650461675,1.0
407,32.56,0.031677605962843476,0.22140950050061187,0.7469128935365447,1.0
408,32.64,0.0303426410056736,0.22207698297919679,0.7475803760151296,1.0
409,32.72,0.028646123039270218,0.22758371342752254,0.7437701635332072,1.0
410,32.8,0.028228946490154633,0.23601067971965736,0.735760373790188,1.0
411,32.88,0.02772833463121593,0.2383746801646457,0.7338969852041384,1.0
412,32.96,0.026393369674046055,0.2398765157414618,0.7337301145844921,1.0
413,33.04,0.024919345867170987,0.24249082211591946,0.7325898320169095,1.0
414,33.12,0.023751251529647348,0.24335298698409166,0.732895761486261,1.0
415,33.2,0.021442874624541107,0.24385359884303037,0.7347035265324285,1.0
416,33.28,0.022833463121593057,0.23242296139726332,0.7447435754811437,1.0
417,33.36,0.0233618867504728,0.22524752475247525,0.751390588497052,1.0
418,33.44,0.023222827900767604,0.22152074758037602,0.7552564245188563,1.0
419,33.52,0.02447435754811436,0.21773834686839472,0.7577872955834909,1.0
420,33.6,0.022332851262654354,0.2197964178440316,0.757870730893314,1.0
421,33.68,0.021776615863833573,0.2153743464234064,0.76284903771276,1.0
422,33.76,0.021109133385248637,0.21548559350317054,0.7634052731115808,1.0
423,33.84,0.02102569807542552,0.2117588163310713,0.7672154855935032,1.0
424,33.92,0.020274780287017465,0.20686394482144843,0.7728612748915341,1.0
425,34.0,0.020552897986427857,0.200133496495717,0.7793136055178551,1.0
426,34.08,0.017910779842029146,0.20636333296250972,0.7757258871954611,1.0
427,34.160000000000004,0.01921793302925798,0.21134163978195572,0.7694404271887862,1.0
428,34.24,0.0186616976304372,0.21720992323951496,0.7641283791300478,1.0
429,34.32,0.01785515630214707,0.21676493492045834,0.7653799087773946,1.0
430,34.4,0.01724329736344421,0.2145121815552342,0.7682445210813216,1.0
431,34.480000000000004,0.0146011792190455,0.21693180554010458,0.7684670152408499,1.0
432,34.56,0.01343308488152186,0.21704305261986873,0.7695238624986094,1.0
433,34.64,0.012042496384469907,0.22724997218823006,0.7607075314273001,1.0
434,34.72,0.013878073200578486,0.23172766714873735,0.7543942596506842,1.0
