z_index,z_position_mm,pores_fraction,resin_fraction,material_fraction,total_fraction
262,20.96,0.019023250639670707,0.19813104905996218,0.7828457003003672,1.0
263,21.04,0.017132050283680055,0.19290243631104684,0.7899655134052731,1.0
264,21.12,0.014434308599399266,0.19217933029257983,0.793386361108021,1.0
265,21.2,0.012014684614528868,0.19023250639670708,0.797752808988764,1.0
266,21.28,0.00906663700077873,0.18964845922794527,0.801284903771276,1.0
267,21.36,0.007119813104905996,0.1853932584269663,0.8074869284681278,1.0
268,21.44,0.005590165758148849,0.1905940594059406,0.8038157748359106,1.0
269,21.52,0.004616753810212482,0.2007731672043609,0.7946100789854267,1.0
270,21.6,0.003587718322394037,0.20252530871064633,0.7938869729669596,1.0
271,21.68,0.004199577261096896,0.20082879074424295,0.7949716319946601,1.0
272,21.76,0.00436644788074313,0.19954944932695518,0.7960841027923017,1.0
273,21.84,0.004728000889976638,0.19462676604739126,0.8006452330626321,1.0
274,21.92,0.005367671598620536,0.1840582934697964,0.8105740349315831,1.0
275,22.0,0.006619201245967293,0.17713316275447769,0.816247635999555,1.0
276,22.080000000000002,0.007342307264434309,0.17596506841695406,0.8166926243186117,1.0
277,22.16,0.007370119034375348,0.1818333518745133,0.8107965290911113,1.0
278,22.240000000000002,0.008510401601957948,0.1877572588719546,0.8037323395260875,1.0
279,22.32,0.007703860273667817,0.19420958949827566,0.7980865502280565,1.0
280,22.400000000000002,0.007620424963844699,0.20366559127822895,0.7887139837579263,1.0
281,22.48,0.008093225052842363,0.21042385137390143,0.7814829235732562,1.0
282,22.56,0.007648236733785738,0.2233007008566025,0.7690510624096117,1.0
283,22.64,0.0069251307153187225,0.2301980198019802,0.7628768494827011,1.0
284,22.72,0.00731449549449327,0.22591500723106017,0.7667704972744466,1.0
285,22.8,0.0077316720436088554,0.2189342529758594,0.7733340749805317,1.0
286,22.88,0.007676048503726777,0.2173767938591612,0.774947157637112,1.0
287,22.96,0.00700856602514184,0.21907331182556458,0.7739181221492936,1.0
288,23.04,0.005812659917677161,0.22152074758037602,0.7726665925019468,1.0
289,23.12,0.004338636110802091,0.2227166536878407,0.7729447102013572,1.0
290,23.2,0.0038658360218044277,0.22444098342418511,0.7716931805540105,1.0
291,23.28,0.0049504950495049506,0.2175992880186895,0.7774502169318055,1.0
292,23.36,0.005172989209033263,0.21106352208254534,0.7837634887084214,1.0
293,23.44,0.005145177439092223,0.2070586272110357,0.7877961953498721,1.0
294,23.52,0.0043108243408610525,0.20697519190121258,0.7887139837579263,1.0
295,23.6,0.005367671598620536,0.20922794526643676,0.7854043831349428,1.0
296,23.68,0.005172989209033263,0.20508399154522194,0.7897430192457447,1.0
297,23.76,0.005423295138502615,0.19718544888196685,0.7973912559795305,1.0
298,23.84,0.004811436199799755,0.19459895427745022,0.80058960952275,1.0
299,23.92,0.003949271331627545,0.19690733118255646,0.799143397485816,1.0
300,24.0,0.0049504950495049506,0.19326398932028035,0.8017855156302147,1.0
301,24.080000000000002,0.0033930359328067637,0.1956558015352097,0.8009511625319835,1.0
302,24.16,0.002948047613750139,0.20397152074758038,0.7930804316386695,1.0
