phase,label_3d,volume_voxels,volume_mm3,equivalent_diameter_voxels,equivalent_diameter_um,centroid_z_pixels,centroid_y_pixels,centroid_x_pixels,centroid_z_mm,centroid_y_mm,centroid_x_mm,bbox_z_pixels,bbox_y_pixels,bbox_x_pixels,bbox_z_mm,bbox_y_mm,bbox_x_mm,longest_axis_bbox_pixels,intermediate_axis_bbox_pixels,shortest_axis_bbox_pixels,elongation_bbox,flatness_bbox,extent_3d,mean_intensity,min_intensity,max_intensity
resin,7233,454.0,0.23244800000000004,9.535696284670314,762.8557027736251,204.6784140969163,113.83920704845815,3.26431718061674,16.374273127753305,9.107136563876653,0.2611453744493392,19,15,9,1.52,1.2,0.72,19.0,15.0,9.0,2.111111111111111,1.2666666666666666,0.1769980506822612,125.65638766519824,88.0,168.0
resin,7237,118.0,0.06041600000000001,6.085474706375493,486.8379765100394,196.3728813559322,162.21186440677965,189.85593220338984,15.709830508474576,12.976949152542373,15.188474576271188,7,6,7,0.56,0.48,0.56,7.0,7.0,6.0,1.1666666666666667,1.0,0.4013605442176871,132.51694915254237,94.0,168.0
resin,7240,222.0,0.11366400000000002,7.512505172776117,601.0004138220894,196.88288288288288,175.67117117117118,132.16666666666666,15.750630630630631,14.053693693693695,10.573333333333332,9,5,10,0.72,0.4,0.8,10.0,9.0,5.0,2.0,1.1111111111111112,0.49333333333333335,120.7072072072072,88.0,167.0
resin,7242,309.0,0.15820800000000002,8.387900801742607,671.0320641394085,199.44983818770226,8.016181229773462,81.19417475728156,15.95598705501618,0.641294498381877,6.4955339805825245,10,9,8,0.8,0.72,0.64,10.0,9.0,8.0,1.25,1.1111111111111112,0.42916666666666664,123.28155339805825,88.0,168.0
resin,7244,180.0,0.09216000000000002,7.005265949644415,560.4212759715532,197.11111111111111,22.605555555555554,175.36111111111111,15.76888888888889,1.8084444444444443,14.02888888888889,8,7,7,0.64,0.56,0.56,8.0,7.0,7.0,1.1428571428571428,1.1428571428571428,0.45918367346938777,140.61111111111111,108.0,168.0
resin,7245,165.0,0.08448000000000001,6.805004874579641,544.4003899663712,197.6,25.151515151515152,26.43030303030303,15.808,2.012121212121212,2.1144242424242425,8,7,7,0.64,0.56,0.56,8.0,7.0,7.0,1.1428571428571428,1.1428571428571428,0.42091836734693877,124.7090909090909,96.0,168.0
resin,7248,274.0,0.14028800000000002,8.058433879808192,644.6747103846553,198.26642335766422,45.42335766423358,63.58759124087591,15.861313868613138,3.633868613138686,5.087007299270073,11,9,10,0.88,0.72,0.8,11.0,10.0,9.0,1.2222222222222223,1.1,0.2767676767676768,127.51094890510949,96.0,168.0
resin,7255,1257.0,0.6435840000000002,13.38994783649855,1071.195826919884,201.65791567223548,161.40891010342085,124.57915672235481,16.132633253778838,12.912712808273668,9.966332537788386,16,23,18,1.28,1.84,1.44,23.0,18.0,16.0,1.4375,1.2777777777777777,0.1897644927536232,125.92760540970565,88.0,168.0
resin,7257,84.0,0.043008000000000005,5.43367369666554,434.6938957332432,198.07142857142858,17.86904761904762,148.36904761904762,15.845714285714287,1.4295238095238096,11.86952380952381,7,6,6,0.56,0.48,0.48,7.0,6.0,6.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,146.0952380952381,119.0,167.0
resin,7269,161.0,0.08243200000000002,6.749564489897218,539.9651591917775,198.73291925465838,102.3913043478261,147.91304347826087,15.898633540372671,8.191304347826087,11.83304347826087,8,8,8,0.64,0.64,0.64,8.0,8.0,8.0,1.0,1.0,0.314453125,132.9689440993789,99.0,168.0
resin,7272,109.0,0.05580800000000001,5.926650153721812,474.13201229774495,198.52293577981652,121.18348623853211,6.844036697247707,15.881834862385322,9.69467889908257,0.5475229357798166,7,5,7,0.56,0.4,0.56,7.0,7.0,5.0,1.4,1.0,0.4448979591836735,132.94495412844037,93.0,168.0
resin,7298,145.0,0.07424000000000001,6.518131631368211,521.4505305094569,201.27586206896552,1.2137931034482758,107.27586206896552,16.10206896551724,0.09710344827586206,8.582068965517243,12,5,10,0.96,0.4,0.8,12.0,10.0,5.0,2.4,1.2,0.24166666666666667,136.75172413793103,93.0,168.0
resin,7305,1096.0,0.5611520000000001,12.791966418023701,1023.3573134418962,203.86587591240877,74.73813868613139,168.4662408759124,16.309270072992703,5.979051094890512,13.477299270072992,15,25,18,1.2,2.0,1.44,25.0,18.0,15.0,1.6666666666666667,1.3888888888888888,0.16237037037037036,129.01642335766422,88.0,168.0
resin,7306,95.0,0.04864000000000001,5.661197779576941,452.8958223661553,199.9578947368421,69.66315789473684,188.0,15.996631578947367,5.573052631578947,15.040000000000001,7,7,7,0.56,0.56,0.56,7.0,7.0,7.0,1.0,1.0,0.27696793002915454,133.31578947368422,92.0,168.0
resin,7309,288.0,0.14745600000000003,8.193408759063548,655.4727007250838,201.29166666666666,83.02083333333333,115.21180555555556,16.10333333333333,6.641666666666667,9.216944444444445,10,16,7,0.8,1.28,0.56,16.0,10.0,7.0,2.2857142857142856,1.6,0.2571428571428571,132.82638888888889,94.0,168.0
resin,7311,393.0,0.20121600000000003,9.087923083466553,727.0338466773242,202.51908396946564,96.3206106870229,195.74809160305344,16.20152671755725,7.705648854961833,15.659847328244275,12,15,11,0.96,1.2,0.88,15.0,12.0,11.0,1.3636363636363635,1.25,0.1984848484848485,130.55979643765903,90.0,168.0
resin,7312,99.0,0.05068800000000001,5.7395633987581025,459.1650719006482,199.3838383838384,99.73737373737374,17.03030303030303,15.950707070707072,7.9789898989899,1.3624242424242425,5,8,7,0.4,0.64,0.56,8.0,7.0,5.0,1.6,1.1428571428571428,0.3535714285714286,135.3030303030303,103.0,168.0
resin,7331,240.0,0.12288000000000002,7.710292841628196,616.8234273302558,201.075,31.754166666666666,159.86666666666667,16.086,2.5403333333333333,12.789333333333333,8,11,11,0.64,0.88,0.88,11.0,11.0,8.0,1.375,1.0,0.24793388429752067,128.12083333333334,90.0,168.0
resin,7335,352.0,0.18022400000000002,8.76021329146161,700.8170633169289,202.4005681818182,72.89204545454545,151.23863636363637,16.192045454545454,5.831363636363636,12.09909090909091,11,12,11,0.88,0.96,0.88,12.0,11.0,11.0,1.0909090909090908,1.0909090909090908,0.24242424242424243,139.7840909090909,100.0,168.0
resin,7337,329.0,0.16844800000000001,8.565099750899904,685.2079800719923,201.69300911854103,94.85106382978724,119.5015197568389,16.135440729483282,7.588085106382979,9.560121580547113,8,10,14,0.64,0.8,1.12,14.0,10.0,8.0,1.75,1.4,0.29375,128.93617021276594,91.0,168.0
resin,7338,149.0,0.07628800000000001,6.57752562495326,526.2020499962608,201.98657718120805,108.32214765100672,153.6510067114094,16.158926174496646,8.665771812080537,12.292080536912751,8,9,7,0.64,0.72,0.56,9.0,8.0,7.0,1.2857142857142858,1.125,0.29563492063492064,129.79194630872485,91.0,168.0
resin,7342,212.0,0.10854400000000002,7.397967394175678,591.8373915340543,202.41037735849056,131.52358490566039,164.85377358490567,16.192830188679245,10.52188679245283,13.188301886792454,9,7,11,0.72,0.56,0.88,11.0,9.0,7.0,1.5714285714285714,1.2222222222222223,0.3059163059163059,144.02830188679246,111.0,168.0
resin,7357,780.0,0.39936000000000005,11.420856114796512,913.668489183721,204.32820512820513,8.90128205128205,61.92564102564103,16.34625641025641,0.7121025641025641,4.9540512820512825,10,18,21,0.8,1.44,1.68,21.0,18.0,10.0,2.1,1.1666666666666667,0.20634920634920634,130.90769230769232,88.0,168.0
resin,7369,290.0,0.14848000000000003,8.21233124834642,656.9864998677135,205.33793103448275,73.76206896551724,66.01379310344828,16.42703448275862,5.90096551724138,5.2811034482758625,12,11,11,0.96,0.88,0.88,12.0,11.0,11.0,1.0909090909090908,1.0909090909090908,0.19972451790633608,137.13793103448276,93.0,168.0
resin,7370,667.0,0.34150400000000003,10.84032752203314,867.2262017626513,209.0599700149925,79.67166416791605,76.49175412293853,16.724797601199402,6.373733133433284,6.119340329835083,18,17,10,1.44,1.36,0.8,18.0,17.0,10.0,1.8,1.0588235294117647,0.21797385620915033,125.2968515742129,89.0,168.0
resin,7371,161.0,0.08243200000000002,6.749564489897218,539.9651591917775,202.16770186335404,78.40993788819875,179.2608695652174,16.173416149068323,6.2727950310559,14.340869565217393,8,8,6,0.64,0.64,0.48,8.0,8.0,6.0,1.3333333333333333,1.0,0.4192708333333333,142.17391304347825,116.0,168.0
resin,7372,134.0,0.06860800000000002,6.3489522192239995,507.91617753791996,202.65671641791045,76.96268656716418,186.38059701492537,16.212537313432836,6.157014925373135,14.91044776119403,9,11,7,0.72,0.88,0.56,11.0,9.0,7.0,1.5714285714285714,1.2222222222222223,0.19336219336219337,145.73134328358208,89.0,168.0
resin,7378,304.0,0.15564800000000004,8.342412375997787,667.392990079823,203.38815789473685,106.13815789473684,199.50328947368422,16.271052631578947,8.491052631578947,15.960263157894738,10,11,5,0.8,0.88,0.4,11.0,10.0,5.0,2.2,1.1,0.5527272727272727,137.35526315789474,106.0,168.0
resin,7381,119.0,0.06092800000000001,6.102616979201714,488.2093583361371,201.96638655462183,149.00840336134453,187.16806722689077,16.157310924369746,11.920672268907563,14.973445378151261,7,7,7,0.56,0.56,0.56,7.0,7.0,7.0,1.0,1.0,0.3469387755102041,142.9747899159664,118.0,168.0
resin,7386,198.0,0.10137600000000002,7.231396743301494,578.5117394641195,203.12626262626262,175.58080808080808,12.646464646464647,16.25010101010101,14.046464646464647,1.0117171717171718,9,5,8,0.72,0.4,0.64,9.0,8.0,5.0,1.8,1.125,0.55,123.64141414141415,94.0,168.0
resin,7389,826.0,0.42291200000000007,11.641094327798328,931.2875462238662,210.8050847457627,3.50363196125908,87.26997578692495,16.864406779661017,0.2802905569007264,6.981598062953996,21,11,15,1.68,0.88,1.2,21.0,15.0,11.0,1.9090909090909092,1.4,0.2383838383838384,121.17312348668281,88.0,168.0
resin,7395,297.0,0.15206400000000003,8.277882845611002,662.2306276488802,203.33670033670035,28.95286195286195,95.32659932659932,16.26693602693603,2.316228956228956,7.626127946127946,9,16,8,0.72,1.28,0.64,16.0,9.0,8.0,2.0,1.7777777777777777,0.2578125,131.22558922558923,89.0,168.0
resin,7397,228.0,0.11673600000000002,7.579584661161639,606.3667728929311,202.96052631578948,37.324561403508774,120.92543859649123,16.236842105263158,2.985964912280702,9.674035087719298,7,8,9,0.56,0.64,0.72,9.0,8.0,7.0,1.2857142857142858,1.125,0.4523809523809524,140.28070175438597,108.0,168.0
resin,7399,433.0,0.22169600000000003,9.386343093555954,750.9074474844763,204.46651270207852,38.699769053117784,48.84988452655889,16.35732101616628,3.0959815242494226,3.907990762124711,10,9,13,0.8,0.72,1.04,13.0,10.0,9.0,1.4444444444444444,1.3,0.3700854700854701,121.78290993071593,89.0,168.0
resin,7413,357.0,0.18278400000000003,8.801496716004365,704.1197372803492,205.16526610644257,157.23249299719888,173.6078431372549,16.413221288515405,12.57859943977591,13.888627450980392,11,12,9,0.88,0.96,0.72,12.0,11.0,9.0,1.3333333333333333,1.0909090909090908,0.3005050505050505,125.63585434173669,90.0,168.0
resin,7418,216.0,0.11059200000000002,7.4442058907928,595.536471263424,206.6712962962963,175.99074074074073,94.19444444444444,16.533703703703704,14.07925925925926,7.535555555555556,16,4,10,1.28,0.32,0.8,16.0,10.0,4.0,4.0,1.6,0.3375,138.59259259259258,91.0,168.0
resin,7419,81.0,0.04147200000000001,5.368201373637897,429.4561098910317,203.80246913580248,9.222222222222221,50.76543209876543,16.304197530864197,0.7377777777777778,4.061234567901234,6,6,6,0.48,0.48,0.48,6.0,6.0,6.0,1.0,1.0,0.375,149.0493827160494,127.0,168.0
resin,7433,319.0,0.16332800000000003,8.477426249208973,678.1940999367179,208.1128526645768,82.58307210031347,199.91222570532915,16.649028213166144,6.606645768025078,15.992978056426333,16,14,4,1.28,1.12,0.32,16.0,14.0,4.0,4.0,1.1428571428571428,0.3560267857142857,121.37617554858934,89.0,168.0
resin,7440,589.0,0.30156800000000006,10.400132942622328,832.0106354097862,206.91680814940577,120.19015280135824,160.42105263157896,16.55334465195246,9.615212224108658,12.833684210526316,12,14,12,0.96,1.12,0.96,14.0,12.0,12.0,1.1666666666666667,1.1666666666666667,0.29216269841269843,121.92529711375212,89.0,168.0
resin,7445,885.0,0.4531200000000001,11.911914004570503,952.9531203656403,208.62937853107346,147.5864406779661,3.769491525423729,16.690350282485877,11.806915254237287,0.3015593220338983,16,18,10,1.28,1.44,0.8,18.0,16.0,10.0,1.8,1.125,0.3072916666666667,119.34576271186441,89.0,168.0
resin,7447,143.0,0.07321600000000002,6.488024358591253,519.0419486873002,204.51048951048952,146.25874125874125,38.94405594405595,16.360839160839163,11.7006993006993,3.115524475524476,7,7,7,0.56,0.56,0.56,7.0,7.0,7.0,1.0,1.0,0.41690962099125367,143.51048951048952,114.0,168.0
resin,7456,208.0,0.10649600000000002,7.351143561296219,588.0914849036975,205.92307692307693,31.5625,143.0096153846154,16.473846153846154,2.525,11.44076923076923,9,9,7,0.72,0.72,0.56,9.0,9.0,7.0,1.2857142857142858,1.0,0.36684303350970016,142.48076923076923,110.0,168.0
resin,7482,127.0,0.06502400000000001,6.236415365212329,498.91322921698634,205.8740157480315,67.60629921259843,137.92125984251967,16.46992125984252,5.4085039370078745,11.033700787401575,7,8,5,0.56,0.64,0.4,8.0,7.0,5.0,1.6,1.1428571428571428,0.45357142857142857,132.748031496063,99.0,168.0
resin,7484,506.0,0.259072,9.886683502161974,790.9346801729579,210.0691699604743,77.54150197628458,90.75296442687747,16.805533596837947,6.203320158102766,7.2602371541501975,14,12,13,1.12,0.96,1.04,14.0,13.0,12.0,1.1666666666666667,1.0769230769230769,0.2316849816849817,138.48418972332016,95.0,168.0
resin,7486,218.0,0.11161600000000002,7.467111284036796,597.3689027229436,207.36697247706422,102.6651376146789,124.41284403669725,16.58935779816514,8.213211009174312,9.95302752293578,12,10,9,0.96,0.8,0.72,12.0,10.0,9.0,1.3333333333333333,1.2,0.20185185185185187,133.38990825688074,90.0,168.0
resin,7489,205.0,0.10496000000000001,7.315630236588791,585.2504189271033,206.7219512195122,154.66341463414633,198.2390243902439,16.537756097560976,12.373073170731708,15.859121951219514,10,12,11,0.8,0.96,0.88,12.0,11.0,10.0,1.2,1.0909090909090908,0.1553030303030303,144.0878048780488,113.0,168.0
resin,7491,1753.0,0.8975360000000001,14.959868106543748,1196.7894485235,212.63662293211638,165.6845407872219,156.40216771249288,17.01092983456931,13.254763262977752,12.512173416999431,19,23,28,1.52,1.84,2.24,28.0,23.0,19.0,1.4736842105263157,1.2173913043478262,0.14326577312847336,126.2686822589846,88.0,168.0
resin,7492,371.0,0.18995200000000004,8.915076942846547,713.2061554277237,207.95956873315365,6.611859838274933,24.059299191374663,16.63676549865229,0.5289487870619947,1.9247439353099731,9,10,12,0.72,0.8,0.96,12.0,10.0,9.0,1.3333333333333333,1.2,0.3435185185185185,120.98921832884098,88.0,168.0
resin,7497,670.0,0.34304000000000007,10.856555581472675,868.524446517814,211.09402985074627,29.728358208955225,131.76716417910447,16.8875223880597,2.378268656716418,10.541373134328358,14,16,12,1.12,1.28,0.96,16.0,14.0,12.0,1.3333333333333333,1.1428571428571428,0.24925595238095238,126.11044776119402,88.0,168.0
resin,7500,179.0,0.09164800000000002,6.992269136954583,559.3815309563666,206.98882681564245,42.675977653631286,145.0614525139665,16.5591061452514,3.414078212290503,11.60491620111732,8,7,7,0.64,0.56,0.56,8.0,7.0,7.0,1.1428571428571428,1.1428571428571428,0.45663265306122447,127.5195530726257,88.0,168.0
resin,7503,207.0,0.10598400000000002,7.339343952631513,587.147516210521,206.90338164251207,78.69565217391305,26.33816425120773,16.552270531400968,6.2956521739130435,2.1070531400966184,7,8,8,0.56,0.64,0.64,8.0,8.0,7.0,1.1428571428571428,1.0,0.46205357142857145,124.30434782608695,89.0,168.0
resin,7505,198.0,0.10137600000000002,7.231396743301494,578.5117394641195,207.04545454545453,88.37373737373737,191.06565656565655,16.563636363636363,7.06989898989899,15.285252525252524,7,8,8,0.56,0.64,0.64,8.0,8.0,7.0,1.1428571428571428,1.0,0.4419642857142857,142.85858585858585,118.0,168.0
resin,7508,243.0,0.12441600000000003,7.742286124452896,619.3828899562317,207.12345679012347,104.07407407407408,23.160493827160494,16.56987654320988,8.325925925925926,1.8528395061728395,8,8,8,0.64,0.64,0.64,8.0,8.0,8.0,1.0,1.0,0.474609375,124.1440329218107,90.0,168.0
resin,7510,224.0,0.11468800000000001,7.534997837451086,602.7998269960868,207.53125,110.65625,143.99553571428572,16.6025,8.852500000000001,11.519642857142857,9,11,8,0.72,0.88,0.64,11.0,9.0,8.0,1.375,1.2222222222222223,0.2828282828282828,140.41964285714286,104.0,168.0
resin,7523,4094.0,2.096128,19.84798419062037,1587.8387352496295,226.79750854909625,8.618221787982414,182.02271617000488,18.1438006839277,0.6894577430385931,14.561817293600392,44,25,42,3.52,2.0,3.36,44.0,42.0,25.0,1.76,1.0476190476190477,0.08861471861471862,123.70224719101124,88.0,168.0
resin,7530,95.0,0.04864000000000001,5.661197779576941,452.8958223661553,208.31578947368422,26.789473684210527,110.77894736842106,16.66526315789474,2.1431578947368424,8.862315789473685,7,7,5,0.56,0.56,0.4,7.0,7.0,5.0,1.4,1.0,0.3877551020408163,134.70526315789473,99.0,168.0
resin,7543,118.0,0.06041600000000001,6.085474706375493,486.8379765100394,206.8135593220339,145.04237288135593,162.88135593220338,16.545084745762715,11.603389830508474,13.030508474576271,5,7,7,0.4,0.56,0.56,7.0,7.0,5.0,1.4,1.0,0.4816326530612245,134.14406779661016,89.0,168.0
resin,7544,382.0,0.19558400000000004,9.00232968140077,720.1863745120615,211.08115183246073,152.56806282722513,15.973821989528796,16.886492146596858,12.205445026178012,1.2779057591623038,12,11,16,0.96,0.88,1.28,16.0,12.0,11.0,1.4545454545454546,1.3333333333333333,0.18087121212121213,132.2408376963351,90.0,168.0
resin,7549,3518.0,1.8012160000000004,18.86973223996351,1509.578579197081,215.60204661739624,162.6534963047186,113.83229107447413,17.2481637293917,13.01227970437749,9.10658328595793,23,32,38,1.84,2.56,3.04,38.0,32.0,23.0,1.6521739130434783,1.1875,0.12578661327231122,130.56850483229107,88.0,168.0
resin,7550,541.0,0.27699200000000007,10.1095745906918,808.765967255344,213.39001848428836,171.21996303142328,136.96672828096118,17.07120147874307,13.697597042513863,10.957338262476894,19,16,15,1.52,1.28,1.2,19.0,16.0,15.0,1.2666666666666666,1.1875,0.11864035087719298,130.09796672828097,88.0,168.0
resin,7557,3562.0,1.8237440000000003,18.948075110297165,1515.8460088237732,219.0581134194273,81.30067377877597,187.45423919146546,17.524649073554183,6.504053902302078,14.996339135317237,26,45,30,2.08,3.6,2.4,45.0,30.0,26.0,1.7307692307692308,1.5,0.10148148148148148,131.6487928130264,88.0,168.0
resin,7561,109.0,0.05580800000000001,5.926650153721812,474.13201229774495,208.77981651376146,135.91743119266056,1.091743119266055,16.702385321100916,10.873394495412844,0.08733944954128439,7,7,4,0.56,0.56,0.32,7.0,7.0,4.0,1.75,1.0,0.5561224489795918,142.3577981651376,111.0,168.0
resin,7572,482.0,0.24678400000000003,9.72783372317443,778.2266978539543,211.20746887966806,26.87136929460581,70.83609958506224,16.896597510373446,2.149709543568465,5.666887966804979,10,13,10,0.8,1.04,0.8,13.0,10.0,10.0,1.3,1.3,0.3707692307692308,120.38174273858921,89.0,168.0
resin,7576,422.0,0.21606400000000003,9.30617631050107,744.4941048400857,211.36729857819904,35.75355450236967,112.88151658767772,16.909383886255924,2.8602843601895733,9.030521327014219,10,9,9,0.8,0.72,0.72,10.0,9.0,9.0,1.1111111111111112,1.1111111111111112,0.5209876543209877,122.10426540284361,89.0,168.0
resin,7586,2339.0,1.1975680000000002,16.469378090236084,1317.5502472188869,214.56135100470286,74.16417272338606,151.31167165455324,17.16490808037623,5.933133817870885,12.104933732364259,19,35,26,1.52,2.8000000000000003,2.08,35.0,26.0,19.0,1.8421052631578947,1.3461538461538463,0.1352805089647195,132.0525865754596,88.0,168.0
resin,7589,118.0,0.06041600000000001,6.085474706375493,486.8379765100394,209.4322033898305,94.9322033898305,134.10169491525423,16.75457627118644,7.59457627118644,10.728135593220339,6,6,7,0.48,0.48,0.56,7.0,6.0,6.0,1.1666666666666667,1.1666666666666667,0.46825396825396826,126.61864406779661,93.0,168.0
resin,7590,279.0,0.14284800000000003,8.10715594554489,648.5724756435911,211.76702508960574,98.28673835125448,115.68817204301075,16.941362007168458,7.862939068100359,9.255053763440861,11,9,8,0.88,0.72,0.64,11.0,9.0,8.0,1.375,1.2222222222222223,0.3522727272727273,124.39784946236558,88.0,168.0
resin,7594,865.0,0.44288000000000005,11.82149750909792,945.7198007278337,215.6578034682081,147.62774566473988,132.035838150289,17.252624277456647,11.81021965317919,10.56286705202312,19,12,16,1.52,0.96,1.28,19.0,16.0,12.0,1.5833333333333333,1.1875,0.23711622807017543,131.36878612716762,89.0,168.0
resin,7597,385.0,0.19712000000000005,9.025834565322066,722.0667652257653,212.5012987012987,146.45454545454547,198.60779220779222,17.000103896103898,11.716363636363637,15.888623376623377,15,13,9,1.2,1.04,0.72,15.0,13.0,9.0,1.6666666666666667,1.1538461538461537,0.21937321937321938,127.49090909090908,93.0,168.0
resin,7620,285.0,0.14592000000000002,8.164860065020097,653.1888052016077,212.57543859649124,48.136842105263156,138.1964912280702,17.0060350877193,3.8509473684210525,11.055719298245615,10,9,10,0.8,0.72,0.8,10.0,10.0,9.0,1.1111111111111112,1.0,0.31666666666666665,139.4701754385965,100.0,168.0
resin,7628,239.0,0.12236800000000002,7.699569193795551,615.9655355036441,212.36401673640168,100.56485355648536,30.02510460251046,16.989121338912135,8.04518828451883,2.402008368200837,10,9,8,0.8,0.72,0.64,10.0,9.0,8.0,1.25,1.1111111111111112,0.33194444444444443,143.85355648535565,112.0,168.0
resin,7631,879.0,0.45004800000000006,11.884933359515555,950.7946687612445,213.5961319681456,107.44823663253698,170.62116040955632,17.087690557451648,8.595858930602958,13.649692832764506,13,15,20,1.04,1.2,1.6,20.0,15.0,13.0,1.5384615384615385,1.3333333333333333,0.22538461538461538,126.32081911262799,90.0,168.0
resin,7633,284.0,0.14540800000000004,8.155299330204066,652.4239464163253,214.73239436619718,116.44014084507042,151.48239436619718,17.178591549295774,9.315211267605633,12.118591549295775,14,7,8,1.12,0.56,0.64,14.0,8.0,7.0,2.0,1.75,0.3622448979591837,134.3838028169014,91.0,168.0
resin,7637,1238.0,0.6338560000000001,13.322140435270335,1065.7712348216269,217.92084006462036,132.1421647819063,149.4297253634895,17.43366720516963,10.571373182552504,11.95437802907916,18,16,23,1.44,1.28,1.84,23.0,18.0,16.0,1.4375,1.2777777777777777,0.18689613526570048,124.58077544426494,88.0,168.0
resin,7638,83.0,0.042496000000000006,5.412025364749767,432.96202917998136,209.83132530120483,159.89156626506025,91.19277108433735,16.786506024096386,12.79132530120482,7.295421686746988,5,5,6,0.4,0.4,0.48,6.0,5.0,5.0,1.2,1.2,0.5533333333333333,146.0843373493976,121.0,168.0
resin,7646,449.0,0.22988800000000004,9.500560755003654,760.0448604002924,213.7349665924276,71.06681514476615,30.848552338530066,17.09879732739421,5.685345211581292,2.4678841870824053,10,10,11,0.8,0.8,0.88,11.0,10.0,10.0,1.1,1.1,0.4081818181818182,120.49220489977728,88.0,168.0
resin,7652,1156.0,0.5918720000000001,13.021261795788233,1041.7009436630585,220.7318339100346,95.19204152249135,158.87716262975778,17.658546712802767,7.615363321799308,12.710173010380622,23,19,20,1.84,1.52,1.6,23.0,20.0,19.0,1.2105263157894737,1.15,0.1322654462242563,135.27595155709344,89.0,168.0
resin,7654,306.0,0.15667200000000003,8.360667165881503,668.8533732705203,215.80392156862746,99.3529411764706,182.86274509803923,17.264313725490197,7.948235294117648,14.629019607843139,12,9,10,0.96,0.72,0.8,12.0,10.0,9.0,1.3333333333333333,1.2,0.2833333333333333,124.1797385620915,88.0,168.0
resin,7665,99.0,0.05068800000000001,5.7395633987581025,459.1650719006482,210.94949494949495,161.04040404040404,100.53535353535354,16.875959595959596,12.883232323232324,8.042828282828284,5,7,6,0.4,0.56,0.48,7.0,6.0,5.0,1.4,1.1666666666666667,0.4714285714285714,128.95959595959596,95.0,166.0
resin,7671,228.0,0.11673600000000002,7.579584661161639,606.3667728929311,213.18421052631578,4.793859649122807,72.14912280701755,17.054736842105264,0.3835087719298246,5.771929824561404,8,8,8,0.64,0.64,0.64,8.0,8.0,8.0,1.0,1.0,0.4453125,124.07894736842105,92.0,168.0
resin,7677,213.0,0.10905600000000001,7.409581176811981,592.7664941449585,213.7417840375587,51.460093896713616,63.009389671361504,17.099342723004696,4.11680751173709,5.04075117370892,8,8,7,0.64,0.64,0.56,8.0,8.0,7.0,1.1428571428571428,1.0,0.47544642857142855,125.17840375586854,90.0,168.0
resin,7678,3008.0,1.5400960000000004,17.909896243076773,1432.7916994461418,222.58942819148936,60.864029255319146,141.31449468085106,17.807154255319148,4.869122340425532,11.305159574468085,25,25,38,2.0,2.0,3.04,38.0,25.0,25.0,1.52,1.52,0.12665263157894738,123.46376329787235,88.0,168.0
resin,7684,101.0,0.05171200000000001,5.777956268578565,462.2365014862852,213.5049504950495,86.88118811881188,94.37623762376238,17.08039603960396,6.9504950495049505,7.550099009900991,8,5,7,0.64,0.4,0.56,8.0,7.0,5.0,1.6,1.1428571428571428,0.3607142857142857,144.20792079207922,119.0,168.0
resin,7686,196.0,0.10035200000000001,7.20696616269135,576.557293015308,214.05612244897958,100.29081632653062,199.26530612244898,17.124489795918368,8.02326530612245,15.941224489795918,10,11,6,0.8,0.88,0.48,11.0,10.0,6.0,1.8333333333333333,1.1,0.296969696969697,128.48979591836735,89.0,168.0
resin,7689,453.0,0.23193600000000003,9.528689892519017,762.2951914015214,214.81898454746135,123.23841059602648,32.38852097130243,17.18551876379691,9.85907284768212,2.591081677704194,11,9,10,0.88,0.72,0.8,11.0,10.0,9.0,1.2222222222222223,1.1,0.4575757575757576,119.9757174392936,88.0,168.0
resin,7693,139.0,0.07116800000000001,6.426956976396133,514.1565581116906,213.37410071942446,147.0431654676259,174.94244604316546,17.06992805755396,11.763453237410072,13.995395683453237,7,7,8,0.56,0.56,0.64,8.0,7.0,7.0,1.1428571428571428,1.1428571428571428,0.35459183673469385,143.19424460431654,111.0,167.0
resin,7700,118.0,0.06041600000000001,6.085474706375493,486.8379765100394,214.58474576271186,23.652542372881356,102.62711864406779,17.16677966101695,1.8922033898305086,8.210169491525424,8,10,7,0.64,0.8,0.56,10.0,8.0,7.0,1.4285714285714286,1.25,0.21071428571428572,138.61864406779662,94.0,168.0
resin,7708,812.0,0.41574400000000006,11.574950318753721,925.9960255002977,220.92241379310346,92.70443349753694,90.29433497536945,17.673793103448276,7.416354679802955,7.223546798029556,20,19,16,1.6,1.52,1.28,20.0,19.0,16.0,1.25,1.0526315789473684,0.13355263157894737,139.94458128078819,91.0,168.0
resin,7709,114.0,0.05836800000000001,6.015920332305007,481.2736265844006,213.47368421052633,88.97368421052632,123.16666666666667,17.077894736842108,7.117894736842105,9.853333333333333,6,8,5,0.48,0.64,0.4,8.0,6.0,5.0,1.6,1.3333333333333333,0.475,131.98245614035088,90.0,168.0
resin,7713,791.0,0.4049920000000001,11.47429348039851,917.9434784318807,220.46017699115043,112.87231352718078,3.8255372945638433,17.636814159292037,9.029785082174463,0.30604298356510745,17,22,11,1.36,1.76,0.88,22.0,17.0,11.0,2.0,1.2941176470588236,0.1922702965483714,135.93678887484197,89.0,168.0
resin,7715,263.0,0.13465600000000003,7.949119797058365,635.9295837646691,217.3574144486692,106.25855513307985,17.11406844106464,17.38859315589354,8.500684410646388,1.3691254752851711,11,9,8,0.88,0.72,0.64,11.0,9.0,8.0,1.375,1.2222222222222223,0.33207070707070707,123.4448669201521,88.0,168.0
