label,area,centroid-0,centroid-1,equivalent_diameter,eccentricity,perimeter,solidity
1,2745.0,84.02222222222223,83.82987249544627,59.11888488713248,0.7318440844187238,203.7645019878171,0.984930032292788
2,2068.0,86.86653771760155,177.7688588007737,51.31334503335674,0.6045344305322762,172.40916292848976,0.9695264885138303
3,2935.0,107.80408858603066,121.11243611584327,61.130663858637284,0.7458697730338367,219.48023074035524,0.9905501181235234
4,2068.0,118.13346228239845,202.2311411992263,51.31334503335674,0.6045344305322763,172.40916292848976,0.9695264885138303
5,4683.0,156.11274823830877,108.80183642963912,77.21774917721163,0.8012154388483163,282.10155108391484,0.9337986041874377
