epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.9281831651617822,0.60381861575179,1.2875873185970166,0.8333333333333334
2,0.7739161784059013,0.8663484486873508,0.49930184262770194,0.9
3,0.351806159211988,0.918854415274463,0.29708387641995043,0.9222222222222223
4,0.23557772671147387,0.9419252187748608,0.24311557792954974,0.9333333333333333
5,0.18856789924459222,0.9514717581543357,0.19361218258186622,0.9444444444444444
6,0.15090491449017324,0.9665871121718377,0.17848692210736097,0.9518518518518518
7,0.1216267180779479,0.9665871121718377,0.16491254248000958,0.9666666666666667
8,0.10504231963961629,0.9721559268098647,0.15279226926741776,0.9629629629629629
9,0.09344170584551569,0.9785202863961814,0.13853103833066094,0.9629629629629629
10,0.08159154672516464,0.9809069212410502,0.1557305433683925,0.9592592592592593
11,0.07570035301605291,0.9785202863961814,0.13982893799742063,0.9555555555555556
12,0.06383340827699872,0.9840891010342084,0.1688145072095924,0.9518518518518518
13,0.06121309829450545,0.984884645982498,0.13350718291821304,0.9555555555555556
14,0.06089702683042323,0.9809069212410502,0.11612293234577885,0.9740740740740741
15,0.041312714963084474,0.9904534606205251,0.12400654394317556,0.9592592592592593
16,0.03745686946519745,0.9936356404136834,0.13033300191164016,0.9592592592592593
17,0.03475888203547982,0.9952267303102625,0.11843649809835134,0.9740740740740741
18,0.028909690206901553,0.9952267303102625,0.12422899122315424,0.9703703703703703
19,0.03330837219787573,0.9936356404136834,0.1272770412404228,0.9592592592592593
20,0.03641430965003127,0.9928400954653938,0.12276409841659996,0.9666666666666667
21,0.025558004706991315,0.994431185361973,0.12417476421429051,0.9629629629629629
22,0.020367977376093728,0.9984089101034208,0.11313286796212196,0.9666666666666667
23,0.016768941646864134,0.9976133651551312,0.11641759212232299,0.9740740740740741
24,0.014768617933389324,0.9992044550517104,0.11478999912462852,0.9740740740740741
25,0.013454402835636608,0.9992044550517104,0.1186249031788773,0.9703703703703703
26,0.01209936025215338,0.9992044550517104,0.11738551355622433,0.9740740740740741
27,0.014345472306605834,0.9992044550517104,0.11315963162040268,0.9740740740740741
28,0.012207725175708983,0.9992044550517104,0.12009864389482472,0.9666666666666667
29,0.010024763997896095,1.0,0.11513740316171336,0.9703703703703703
30,0.009038057240680476,1.0,0.11753174477705249,0.9777777777777777
