metric,direction,A_mean,A_std,A_median,B_mean,B_std,B_median,mean_difference_B_minus_A
segmentation_abs_error,lower_is_better,0.08856625992336922,0.017038989284637204,0.0892635288735758,0.05479440082562622,0.014399069192787422,0.0526640908881202,-0.033771859097743
abs_porosity_error,lower_is_better,0.0158120614638067,0.011793298332766483,0.0134805550493425,0.01280917700787971,0.010576785694857368,0.0100872245595612,-0.0030028844559269897
quality_score,higher_is_better,37.58633616198345,9.057367885451649,36.93825418892442,60.04448463874063,11.279434731348145,61.58386734625167,22.458148476757174
snr_drifted,higher_is_better,1.415274957187576,0.4576498211170514,1.3655361717921275,2.96291783880281,0.8846521797298189,2.886893935840193,1.547642881615234
cnr_drifted,higher_is_better,5.632198633649713,1.07718142987747,5.53926095518795,10.8378352406933,1.9780282183267266,10.769232112809943,5.205636607043587
detectability_score,higher_is_better,0.47426131006687317,0.2528475009573969,0.4197435259120907,0.6818934168913982,0.2499002212234656,0.7218391268842246,0.207632106824525
