metric,direction,A_mean,B_mean,difference_B_minus_A,B_improves,welch_t_stat,welch_p_value,mannwhitney_u_stat,mannwhitney_p_value,cohens_d,abs_cohens_d
segmentation_abs_error,lower_is_better,0.08856625992336922,0.05479440082562622,-0.033771859097743,True,-33.89658161007928,2.3964270588607573e-167,16486.0,9.253214007323076e-125,-2.137722269614567,2.137722269614567
abs_porosity_error,lower_is_better,0.0158120614638067,0.01280917700787971,-0.0030028844559269897,True,-4.24212722010096,2.421140371571955e-05,104820.0,1.0301377438088274e-05,-0.2678153596111408,0.2678153596111408
quality_score,higher_is_better,37.58633616198345,60.04448463874063,22.458148476757174,True,34.64187756260788,4.775246762552016e-170,232943.0,1.1830738988353965e-123,2.1998426951749366,2.1998426951749366
snr_drifted,higher_is_better,1.415274957187576,2.96291783880281,1.547642881615234,True,34.55981402404925,1.0258301908014905e-155,238576.0,1.1194748222958188e-136,2.208986190179944,2.208986190179944
cnr_drifted,higher_is_better,5.632198633649713,10.8378352406933,5.205636607043587,True,51.42204526204767,2.8493795475377525e-248,245180.0,8.70095537779626e-153,3.2846973409412974,3.2846973409412974
detectability_score,higher_is_better,0.47426131006687317,0.6818934168913982,0.207632106824525,True,13.05907452810559,4.278589760713471e-36,180199.0,1.0798909982321278e-33,0.8258877397805713,0.8258877397805713
