metric,slope_per_time_step,slope_per_100_steps,intercept,r_value,r_squared,p_value,std_err,direction
relative_noise_drifted,2.3875199279012983e-05,0.002387519927901298,0.08360164041654868,0.17761830817394123,0.031548263398573154,1.5604610364678052e-08,4.187289582165796e-06,lower_is_better
snr_drifted,-0.0005703528254361076,-0.05703528254361076,2.4600588483659913,-0.15781280336349565,0.024904880905445344,5.284107458837901e-07,0.00011296907774979659,higher_is_better
cnr_drifted,-0.0019829070792183367,-0.19829070792183368,9.178628293777672,-0.18791394318572394,0.035311650043607486,2.119772050939407e-09,0.00032807384129003684,higher_is_better
segmentation_abs_error,1.2557523154326892e-05,0.0012557523154326893,0.06571179429079113,0.15685307563217557,0.02460288733527299,6.202216351469592e-07,2.5028591545359267e-06,lower_is_better
abs_porosity_error,1.030366164291483e-06,0.0001030366164291483,0.013822977296882954,0.026318836489635386,0.000692681154168163,0.4057602613067823,1.2388227326157197e-06,lower_is_better
quality_score,-0.008097873552966673,-0.8097873552966672,52.658174903778075,-0.15411817867600672,0.023752412998409533,9.739325758875705e-07,0.0016433566974989142,higher_is_better
