slice_id,z_um,pore_fraction,resin_fraction,matrix_fraction,mean_intensity,std_intensity,pore_object_count,mean_pore_equivalent_diameter_um,resin_object_count,mean_resin_equivalent_diameter_um,heterogeneity_index,PC1,PC2,is_anomaly,anomaly_score,anomaly_category
321,25680.0,0.0030314829235732,0.1804149516075203,0.8116308821893425,189.64770831015687,32.781929870785305,58,114.85403628422046,206,453.5919373380041,0.347008074589945,3.357304794556058,-0.8314388072556221,False,-0.05818756314586204,normal
322,25760.0,0.0027811769941039,0.1817499165646901,0.809850928913116,189.9469907664924,32.992040223530445,47,121.7262813894978,225,429.6384957999932,0.3460735753370658,3.0426468797669863,-0.8467542917992359,False,-0.08995766429826813,normal
323,25840.0,0.0029202358438091,0.1776059628434753,0.8145233062632106,190.1072143731227,32.85479118195297,49,119.31434284023908,216,439.0390920383529,0.3487881161138847,3.4329827944584697,-0.7879877280214456,False,-0.06429183078109307,normal
324,25920.0,0.0025030592946935,0.1733229502725553,0.8194738013127155,190.17949716319947,32.434756784885046,47,114.86860584390234,225,412.8193716626467,0.3518414337875466,3.4870170061212704,-1.0797656833228397,False,-0.02410368013436104,normal
325,26000.0,0.0025030592946935,0.1728779619534987,0.8196128601624207,190.24224051618648,32.38221254855982,51,112.30000905359933,212,429.4232321573076,0.3519725467026905,3.7077674047702827,-1.0001572628108275,False,-0.01490807073228162,normal
326,26080.0,0.002864612303927,0.1750750917788408,0.8171098008677272,190.2060295917232,32.52793443060846,53,115.4687002475398,205,443.05593543738223,0.3503744416121335,3.6861740045415394,-0.8387645815567148,False,-0.033999869435064944,normal
327,26160.0,0.0037545889420402,0.1789409278006452,0.8133274001557459,189.93436422293917,32.836938354740376,68,119.3807425726651,212,441.095084419182,0.3477778004362193,3.225170668696242,-0.864051402384358,False,-0.06467260816403025,normal
328,26240.0,0.0032817888530426,0.1814717988652797,0.8115752586494605,189.50336522416288,33.08885048957983,62,115.74048886072065,209,453.1973745642658,0.3467500513523455,3.238551632882579,-0.809501810341287,False,-0.06698499323602036,normal
329,26320.0,0.0028368005339859,0.1858104349760818,0.8068472577594838,189.0873289576149,33.446568249427614,55,111.2144934379804,202,465.42640258177255,0.3440928333203453,3.1450789830688146,-0.7338080022437373,False,-0.047353536324690526,normal
330,26400.0,0.0034486594726888,0.1905106240961174,0.8015073979308043,188.7356769384804,33.94406291055504,63,115.49637967636856,201,471.4961679169934,0.3407845500988256,2.7702089295807313,-0.6130633970687162,False,-0.062496564579012204,normal
